Name,Class 10th Percentage (%),Class 12th Percentage (%),Mathematics-I [T],Applied Physics-I [T],Applied Chemistry [T],Communication Skills [T],Applied Physics-I [P],Applied Chemistry [P],Communication Skills [P],Engineering Graphics [P],Engineering Workshop Practice [P],Sports and Yoga [P],Semester-I (SGPA),Mathematics-II [T],Applied Physics-II [T],Introduction to IT Systems [T],Fundamentals of Electrical and Electronics Engineering [T],Engineering Mechanics [T],Applied Physics-II [P],Introduction to IT Systems [P],Fundamentals of Electrical and Electronics Engineering [P],Engineering Mechanics [P],Semester-II (SGPA),Computer Programming [T],Scripting Languages [T],Data Structures [T],Computer System Organisation [T],Algorithms [T],Computer Programming [P],Scripting Languages [P],Data Structures [P],Summer Internship-I,Semester-III (SGPA),Operating Systems [T],Introduction to DBMS [T],Computer Network [T],Software Engineering [T],Web Technologies [T],Operating Systems [P],Introduction to DBMS [P],Computer Networks [P],Web Technologies [P],Minor Project [P],Semester-IV (SGPA),E-Governance [T],IoT [T],Information Security [T],Advance Computer Network [T],Data Sciences [T],Renewable Energy [T],Summer Internship-II,Semester-V (SGPA),Entrepreneurship and Startup [T],Mobile Computing [T],Software Testing [T],Project Management [T],Artificial Intelligence [T],Mobile Computing [P],Software Testing [P],Major Project [P],Seminar,Semester-VI (SGPA),final_cgpa,Information Security [P]
Student_573,77.06,86.89,B,A,A+,A+,A+,B+,A,A+,B+,B,9.43,C+,C+,B+,C,C+,B+,B,B,A,9.31,B+,B+,C+,C,C+,A,C+,C+,A,9.59,C+,B+,B,A+,C+,C,A,C,B,A+,6.89,A,A+,B,C+,C+,C,C+,9.06,B,B,A,B+,B+,B+,C,B,B+,8.7,,B
Student_574,67.13,60.68,A+,C+,B,B,B+,C+,B,C+,C+,A,7.04,A,A+,B,B,A,A+,B+,C,C,6.86,C+,B+,B+,C+,A+,A,B,C+,C+,7.88,A,C+,B+,A,A+,A,A,A+,C+,C+,8.1,A,B+,A,B,B,A+,A,8.78,C,A,B,A,B,A+,B+,C,B+,9.1,,C
Student_575,91.66,80.93,A,C,A+,B,B+,C,B+,B+,A+,A,6.55,C+,A,A+,C,C,A,C+,B+,B+,9.41,A,B,C,B,A,C+,C+,C+,B+,7.59,A+,A+,C+,C,B,A,A,B+,C+,A+,9.57,B+,A+,C+,B+,C+,A+,C+,6.57,B,B+,C,A,C+,C,C+,C+,C+,9.34,,B+
Student_576,66.55,67.7,A,B+,A+,A+,C+,A+,A+,A+,B,C+,8.17,B,C,A,A+,B+,A+,B,C,C,6.95,C+,B+,C+,B,B,B+,B+,A+,C,8.12,C,A,C,A,B,C,A+,C,B,C,7.02,C+,C,C+,B,A,A,A+,9.51,A+,B+,B,A+,B+,A+,A+,A+,A,8.73,,C
Student_577,89.91,77.42,B,C+,A+,C,B+,A,A+,B,C+,A,6.04,B+,A,C,C,A+,B,A,C+,C+,8.41,A,C+,C,C+,C,C+,A+,B+,A,6.59,C,B,A,B,A,C,C,B,A+,A,7.14,B,A,C,A+,C+,A,A,6.28,C+,C+,C,A+,B+,C+,A+,B+,C+,9.58,,C+
Student_578,70.54,64.33,A,A,A+,A+,C+,A+,A+,A+,B+,C+,6.02,C,C+,A+,B+,A,B+,B+,B,A+,6.49,B+,A,A+,C,B,B+,B+,B,A,9.25,C+,A+,B+,B+,C+,C+,C+,A+,B+,B+,6.42,C,A,A,B,A,B,B,7.74,C,A,C,C+,B+,B+,B+,A,B+,8.28,,B
Student_579,68.64,65.23,C,C,B+,B+,B+,B+,A+,C+,A,B+,9.57,A+,A,B+,C+,C+,B,B+,C,A,6.59,C+,A,C+,B,A,A,B+,A+,C,9.27,A,B+,C+,C+,B,A,C,C,B,B+,9.47,A,C+,A,B+,A,B,A+,7.81,C,C+,B+,A+,C,B,C+,C+,A,6.37,,C
Student_580,75.67,85.17,A,B,A+,B+,A+,C+,A,B+,A+,C,6.58,C+,B+,C,B,A+,B+,B+,C+,B+,6.83,A,C+,C,C+,A,B+,A+,A,C+,9.41,C,B+,A,A+,B,C+,B+,A,A,A+,7.78,A+,B+,A+,A,C+,B+,C,7.43,C+,A+,A+,A+,A+,C+,A,B+,C+,8.67,,C+
Student_581,67.53,86.65,B,A+,A+,C+,B,B,A,A+,B,A,8.87,A+,A+,A,A+,C+,A+,B+,C,A+,7.94,C+,B,B+,A,B,A,B,B,B+,6.4,A+,B,B,C,A,C,B,A+,C,A,6.26,C,B+,C,A,C,C,B+,6.89,C,A+,B,A,A,A,A,B,B+,7.09,,C
Student_582,80.84,72.34,C+,B+,B,A,A+,A,C,C,C+,A,7.26,B+,B+,C,B,C,B+,B,C,A,6.25,C+,C,C+,A,C,C+,C+,A+,A+,7.97,B+,C+,A,B+,A,B,B,C+,B,A+,6.22,B+,C+,A,A+,B,C+,B,7.01,B,A+,C,A+,C,A+,A+,C,C+,6.51,,C
Student_583,94.65,91.02,B,A,C+,C,C,A+,A+,A,A+,B,6.16,C+,A+,B+,C+,B,B+,C+,C+,A,7.12,C+,C+,B,A,C,A,C,B,C+,6.58,C+,A,B,A,C,A+,A,C,B,A,7.83,A+,B+,C,C,A,A,B,6.27,A+,C,C,C,B+,C,C+,C+,A,9.74,,C+
Student_584,94.12,86.39,C+,B+,A,B,A+,C+,B,B,C+,B,8.44,C+,C,B+,B,B+,C,B+,C,A,7.07,C,B+,A+,C,B,B,C,C+,C+,7.5,A,A,A,A,C+,A,A,A,A,B,6.41,C+,A,C,C+,A+,B,C+,7.89,C,C+,A,B+,A+,A+,B,A+,C+,8.34,,C
Student_585,72.69,81.5,B+,B,B,B+,C+,A,C+,C+,A+,B+,6.39,A,B,A,A,B+,B+,A+,C,B+,8.52,A+,B,A+,B,B,A,C,B+,B,8.5,B+,B,C+,A,A+,B,B,B+,C+,A+,9.31,C,B,B,A,C+,C+,C,8.65,A,B,B,C+,B,A+,C,B,B+,8.93,,C
Student_586,78.96,62.13,C+,B,B,A+,A,C,A+,C,C+,B,7.62,C,A+,A,A+,C,B,C,B+,B,8.9,B+,B,C+,B,B+,B,C,C,B+,7.81,A,C,C+,A,A,B,A+,A+,B,A,6.54,C,A,B,A,C+,C+,B+,7.17,B+,A+,A+,B+,B,B,C,C,C+,8.6,,B+
Student_587,91.14,68.24,C+,B,C+,B+,B+,B,B,C+,C+,C,7.17,A+,C+,B,A,B,B+,C+,C+,B+,9.42,A+,B,B,C+,A+,B,C,C,B,8.59,C+,A+,C,C,B,A+,A,A,C+,C+,7.17,A,A+,A+,A,C,C,B+,6.28,A,C+,B+,B,C,B+,B,B,B,7.49,,C+
Student_588,94.17,86.36,B+,A+,A+,A+,C+,B,C+,C,C,A,6.91,A,C,C,C,B+,B+,B+,B,C+,7.8,C,B+,B+,B,B,C+,C,C+,B+,7.44,A,B+,B+,B,A,A+,B+,B+,C+,A,6.45,B,C,A,B,C+,A+,C,6.09,C+,B+,C,B+,B,B+,B,A+,B,7.73,,B
Student_589,76.3,68.49,B+,B+,A+,B,C,B+,C+,C+,C,A,7.23,C,A+,A+,C+,A+,B+,C+,B+,A,8.56,B+,B+,A,A+,A+,A,B+,B,A,8.75,B,C,B,A+,B+,B,B+,B+,B+,C,7.83,C,A,C+,A,B,B,A,9.21,B+,B+,C+,A+,C,A,B+,A,A+,6.6,,B+
Student_590,75.95,62.09,B,C,A,A+,A+,B,B,C+,C,C,7.63,C,A,C+,C,A+,B+,A,A,C+,9.77,A+,C+,C,A+,A,A+,A,C,B+,7.71,A+,B,C+,C,C+,A,C,A+,C+,B+,9.54,C,A,A+,B+,A,A+,C+,7.01,A+,B,C+,A,C,C,A,B+,B,9.49,,A
Student_591,69.73,84.13,C+,A+,A+,B+,C+,B+,C+,B,A,A,8.79,A+,B,B+,C,B+,C,B,A+,A,7.02,C,A+,B+,C+,C+,B,B+,C+,B,9.58,A+,C,A+,C,A+,A+,C+,C+,C,B,6.5,B,C+,A,A,A,A,A+,9.33,C,C+,A+,A+,C+,B+,B,B,B+,6.98,,A+
Student_592,86.66,75.46,C,A+,C+,B+,A+,C,B+,C,A+,A,8.44,C+,A+,B,A,A+,C,C+,A,A+,9.64,B,C+,B,A+,B,B,A+,B+,C,7.3,A+,C,A+,A,C,C,A,A+,A,A,9.78,A+,A,C,C+,B,C,A+,8.5,C+,A+,C,C,A,A,A+,A,A+,8.3,,A
Student_593,94.41,94.21,A,B+,C+,A+,B,B,C+,C,B+,A+,6.34,C+,C,B,B,B+,A+,A+,C+,C+,6.09,B,A,C,B+,B,A+,A+,B,A,6.98,A,A,B,A+,C+,C,A+,C+,A+,A+,8.65,C+,B+,B,C,B,C,B+,6.17,B+,C+,C+,A,B,B+,C,A,B,7.17,,C+
Student_594,77.15,77.31,A+,B+,A,C+,B,A+,B,C,B,A,7.14,B+,A,A+,C,C,B,C,A+,B,7.47,A+,C+,A,A+,A,A,C,C+,C+,9.15,A,B+,A+,B,A,C+,C,C+,A+,A+,9.73,A+,C,C,C,A,C,B+,9.59,B+,B+,B+,A+,A+,A+,B+,C+,C,9.5,,A+
Student_595,81.01,87.84,A,B,C,A+,B+,A,B+,C+,A+,A+,9.4,A,C+,C+,C+,B+,B+,B+,B+,C+,8.88,B+,B+,B,B+,C,C+,A,B,B,7.38,B+,A+,C+,C,B,A+,C+,B+,C+,B,6.68,A+,B+,B,C,A+,A,C+,8.28,C,B,C+,B+,A,B+,B,A+,B+,8.87,,B+
Student_596,61.41,70.87,C+,B+,A,B,A,C+,B+,B,B,B,6.82,B+,C+,C+,C,C+,A,A+,C+,C+,7.71,C,A,C,B+,A+,A,B,B+,C,9.73,B+,B+,A,A,C+,A,A,C,A,B,9.42,B,A+,C,B+,B+,A,A+,6.31,A+,A+,B,C+,C+,A+,A+,C,A,8.32,,C+
Student_597,87.55,84.08,A,A,A+,A,B+,C,C+,C,B+,B+,9.17,B,B,A,B,B+,C+,B,A,A,7.24,B,B+,A,C,B,A+,A+,B+,C,7.82,B+,C,C+,C,C,B+,C,A+,C+,B,8.96,C,A,A+,C+,B,A+,A+,8.37,B+,A,C+,C,C+,A,C,B,C+,6.3,,A
Student_598,80.92,60.17,C+,B+,B,C+,B+,C+,C+,A+,C,A+,8.96,C,B+,A+,A+,A+,A+,B,C+,C+,7.19,B+,C+,B+,C+,C+,B+,A+,B+,A+,7.4,C,C,B,A+,A+,B+,C+,C,B,A+,8.44,A+,A,C+,C,A,B+,C+,9.52,C+,A+,C+,B,C+,C,A,C,C+,9.27,,C+
Student_599,80.94,67.53,A+,B+,C,C,C,C,B+,C+,B,B,8.58,C,A,C,B,B,A+,C+,B,B+,6.19,B,C,A,C,A+,C+,A+,C,C+,7.13,A,B+,C,A+,B,A,A,B,A,A,7.76,C+,A,A,C+,C+,A+,A,6.67,B+,A+,A,C,C,C,C,A+,B,9.75,,B
Student_600,83.37,72.31,B,B+,B,C+,C+,A,B,C+,B+,B+,6.88,A,C,A,A,C,A+,C,B,B,9.78,C+,A+,A,B+,A,C,B+,C+,A+,6.3,C+,C,A,C,C,C,B,B,A+,B,9.31,A,A+,A,A,A+,C+,B+,8.75,A+,C,A+,C+,A+,A,B,B,B,6.98,,B
Student_601,62.79,94.5,C+,B,B+,C+,A+,B+,C+,B+,B+,C+,9.64,C,C,B,A,A+,B+,A+,A,A,8.57,C,C,A+,B+,B,B+,C,B+,A+,7.65,B+,A,B+,B,A,B+,B+,C,C+,B,7.56,A+,C,B+,B+,C+,C+,C,7.85,B,A+,B+,C,A+,C,C+,A+,B+,9.54,,A
Student_602,76.14,74.85,C,B+,A,C,C,C,B+,B,A,A,7.48,B,A,C+,B+,A+,A,A,C,B,8.86,C,A,C,C,C+,B,B+,B+,A+,7.16,B,C+,A+,A,B+,B+,A+,B,A+,A,9.46,C,A,A+,A+,C+,C+,B+,9.32,C,B,B+,C+,B+,A,B,A,C+,8.34,,C
Student_603,72.23,83.53,C+,B+,B,B+,C,B,B+,C+,B,A+,9.1,C,C+,A+,C+,A,B+,C,A,A,7.49,A+,A,A,A,A,B,A,B,B+,7.94,B,B+,B,B,C,C,B+,C+,B,A+,8.92,B,A,A,C,C,B+,B+,6.35,B+,C,A+,A,A,B+,A,A+,C,8.33,,A
Student_604,74.61,81.25,C,B+,C+,B,A,B,C+,C+,A+,A+,7.35,B+,A+,B,B+,A+,C+,B,B+,C+,6.66,C+,B,B+,C,C+,B,A,B+,A+,9.67,C,B+,A,C+,C+,B+,B+,C+,A+,B,8.04,B,A+,A,A+,C,B,A+,6.82,A,B+,A,A,B+,A,B+,B+,B,9.4,,B+
Student_605,85.37,92.51,B,A+,B,B,B,A,C+,C,B+,A,7.12,A+,A+,C+,B+,B+,C+,B,C,B,7.66,C,B,A,B+,C+,A,A+,B,B,7.23,B,A,A+,B+,B+,C+,C,A+,B+,A+,8.11,A+,A,A,A+,C+,B+,C,8.78,C+,B+,C,B,B+,B+,A,B,B,6.18,,C
Student_606,91.04,67.62,A+,A+,C,C,B+,A+,A,B+,B+,C,8.24,C,C,A+,C+,C,A+,A,B+,C,6.79,C,C+,C+,B+,B+,C,A,C+,C,9,C,C,A+,B+,B+,B,C+,B+,B,B,6.48,A+,C+,A+,C,A,C+,B+,7.11,C,B,A+,C+,B+,A,B+,B,C,7.93,,B+
Student_607,87.3,61.22,B,B+,A+,C,A+,A,C,A+,A+,A+,9.16,A,C+,A,B+,C+,B,C,C+,A+,8.34,C,C,A+,C,A+,C+,A,B+,B,8.27,B,A+,A+,A,B,C+,A,B+,C+,B+,9.17,B,C,A,B+,C,C+,C,6.57,B+,A+,B,B+,A,B,A,B+,A+,7.52,,C+
Student_608,78.25,76.55,C+,B,A,B+,A,B+,B+,B,A,B,9.08,B,A+,B,C,C+,A,A,B+,A,7.34,C,A+,A,C+,C,B,C+,C+,A,7.5,A,B,A+,B+,C,A,B,C+,C+,C,6.93,A+,B,C,A,C,C+,B+,9.05,B+,B,A,A,C+,C+,B,B+,B+,8.88,,B+
Student_609,80.91,61.89,A+,A,A+,B,A+,B,C+,C,C+,C,8.24,A+,A+,A,C+,C,C+,C,B+,A+,7,A+,B,B,B,A,C,A,A+,A+,7.47,A,B,C,A,A,C+,C+,A,C,A+,7.6,C,B,B,B,A+,B+,A,6.82,B,B+,C+,C,C+,B+,C+,C+,C+,7.82,,B+
Student_610,61.32,82.52,B+,C,B,B,B,C,B,B+,B,A,8.57,C,B+,A+,C,A+,A,B,A+,A,8.79,A+,B,B,A,B+,A,A+,A,A+,7.47,A+,C,A,A,B+,C+,B+,A,C+,A,8.48,A,B+,B,A,C+,B,B,8.32,B+,C,B,B,C,B+,C+,A,B+,9.21,,A+
Student_611,84.82,61.05,B,A,B,A+,C+,C,B+,B+,C,B+,7.55,C+,A,B,A+,A+,C+,A+,C,B+,8.54,A,C,A,A,C,B+,C+,C,C+,6.14,A+,A,A,B+,B+,C,B+,B+,C,B+,7.7,C,A,C,C,A,C,C,9.18,C,A,C,B,A,B,C,B+,B,9.25,,C
Student_612,94.97,85.07,C+,A,A+,B,C,C,C+,B,C+,A,6.77,B,A,B+,C+,C+,A+,B+,C,B+,9.66,C+,C,A,A,C+,A,C+,C+,B+,8.83,C,A,A+,C+,B,B+,A,B,C+,C,6.42,B+,A+,B,B,B,A,C,8.74,B,B+,C+,A+,C,B+,A+,A+,A,9.35,,C
Student_613,76.41,63.5,B+,C+,B+,C+,C,A+,A+,A+,B,B+,7.5,B+,C,C+,A,C+,A,A+,A+,C,9.71,B+,B+,A+,A,C+,A,C+,C,A,8.97,B,C+,B+,C,A+,C,C,B,C+,C+,8.13,A,A+,B+,A+,C+,A+,B,6.15,C,A+,B,B+,C+,A,C,A,B,7.37,,A+
Student_614,87.6,85.19,B,C+,C,C+,B+,A+,B,C,C,B,7.46,A+,B,B,B+,B,A,C,C+,A,8.53,C+,A+,B,B,C,C+,B+,B,A+,8.75,B+,C+,C+,B,C+,A,C,B,C+,C,8.04,A+,A,A+,C,A,B,A,9.65,C,C+,A,C+,A,C+,C,C,A,9.46,,C+
Student_615,76.18,74.43,B,B,A,B+,A+,C,A,A+,B,A,6.34,B+,C+,A+,C,B,C+,A,A,B+,6.81,C+,B,C+,C,B,A,C,A+,C,7.98,C+,A,C+,A,B+,B+,B+,A+,B+,B,9.02,A+,A,A,A,C+,C,C+,9.64,C+,A,C+,B+,C,C,C,A+,C+,9.56,,A
Student_616,69.11,78.34,B,B,B+,B,C+,B+,B,B,B,B,7.28,B,C+,A+,B+,A,A+,C+,B,A+,6.99,B,A+,C,C+,C,C+,A+,C,B,9.18,A+,B+,C+,A,B+,C,B+,A+,C+,C,6.93,C+,A+,B+,A+,B+,C,B+,9.34,B+,C,A+,B+,B,C,C+,B,C,7.83,,B
Student_617,75.19,67.6,C,C+,B+,A,B,B+,C,A,B,B+,7.12,B+,B+,A,B+,C,C+,C+,A,B,6.48,C,C,C+,B+,C,A,B+,A,A,7.3,B+,C,A+,A+,C,A+,A,A,B+,B+,9.53,C,A+,A+,A+,B,A+,C,7.93,A,C+,B+,C,C+,A+,C,A+,C,7.02,,A
Student_618,74.54,64.42,B,A,A+,B,B+,A+,B,A+,C,B,9.14,A+,C+,B,B+,C+,C,A+,A+,B,9.02,B+,B,B,B+,B+,C,B,B+,A+,7.82,A+,A+,A+,A,A+,A,C,C+,C,A+,6.78,C+,C+,C,C+,A,B,B,9.19,B+,B,C+,B+,B+,B,C,B+,A+,7.2,,A+
Student_619,61.02,69.88,C+,B+,B,A,C+,A,A+,A+,B,A,8.72,B+,B+,B,C+,A,A,B,B+,C,7.21,A,A+,C,B,B+,C,C+,B,A,8.46,A+,C+,B,B,C,A+,C+,B+,B,C+,9.13,A+,A+,C+,A+,C+,B+,B,7.7,B+,C,B,B,B+,C+,A,B+,C,9.03,,B+
Student_620,66.47,74.45,A,B+,B+,B,C,C,C,A,B+,B,6.28,B+,C,A,B,C+,B+,A,B+,C,8.79,B+,B+,B,A+,B,B,B+,B,B+,8.98,B,A+,B+,A,C,C+,C,C,A+,C,9.75,C+,A,C+,A+,A+,A+,C+,9.12,B+,B+,B+,A+,A+,B,B,B,A,8.83,,B+
Student_621,62.17,73.42,B,A+,A,C,C+,A,C+,A+,C+,C+,6.94,B+,C,C,B+,B,A+,A,C+,C,7.45,B,A+,B+,C+,C+,A+,A,B+,C+,7.1,B,C+,B+,C+,B+,C+,C+,C+,C+,A,8,C+,B+,B+,A,A+,C,A,6.31,C+,C+,C,A,B,C+,C+,B,C,9.08,,C+
Student_622,71.34,84.11,C,B,B+,A,A+,C,B,A,B+,C,7.65,C,A+,C,A,C+,A+,B,B+,A+,7.91,A,C,C+,B,C,B+,A+,A+,B,9.44,B+,C+,A,A,B,A+,C+,C+,B,B,8.77,C+,A+,B,A+,B,A,C,6.91,C+,B,A+,B+,A+,A+,B,B,B,7.83,,B+
Student_623,78.77,60.31,B+,B+,C+,B+,A,B+,B,C+,B,C,6.61,B+,C,B,B,A,A+,A+,C,B+,7.7,B+,A,C+,A,A,C,B+,B+,C,9.71,C+,A,B+,B+,B,A,B,A+,C,B+,7.6,C+,B,A+,B+,B,A+,B+,8.6,C,C+,A,C,C+,C+,B,A,A,6.86,,C
Student_624,87.89,66.93,C+,A,A+,A+,A+,B,A,A,B,B,7.02,B,B,C+,A,A,A+,A+,C,C,6.16,B,B,C+,B,C+,B,A+,B+,C+,8.66,A+,A,A+,B,A+,A,B+,C+,C,C+,9.69,B+,A+,C+,B+,B+,B+,A+,7.94,A+,C+,B,B+,C,C+,A+,C,C,8.18,,C
Student_625,72.98,81.64,C,C+,A+,C+,C,C+,B,B,A+,A+,8.35,A+,B,C,A,A,A,A+,B,C+,6.59,B+,B+,C+,B+,B+,A,A,A+,B,8.07,B,C+,C,B+,B+,A,B,C,B+,C,7.76,A+,A,A,C,C,B,A,6.9,A,C+,B,C+,A+,C+,B+,A+,A,7.57,,B
Student_626,61.87,76.89,C,C+,B+,A+,C,B+,A,C,A+,A+,7.42,A+,A+,A,A,C+,B,C,A+,B,7.6,A+,B,B+,B+,C,B+,A,C+,C,6.39,C,B,A+,C,C,B+,B+,A+,B,C,6.77,A,C+,B+,C+,C,A+,C,7.82,C,A,C,C,A,C+,A+,B,B+,9.27,,A+
Student_627,92.53,84.27,A+,A,C,A,B+,B+,A,B,C,B,8.31,A,C,B,B,C+,A+,B+,C+,B+,6.31,A,A,B,B+,B,A+,C,B+,A+,6.91,C+,A,C+,B,B+,B+,A,B,C+,B,6.51,A,B,C,C,C,B+,A,6.6,C+,A,A+,A+,B,C,C+,C,A,7.31,,C+
Student_628,87.65,75.1,B,A,C,B+,B,C+,C,B,B,B,6.7,A+,C,B+,C+,A+,C,B,C,A,7.57,B,C+,B+,A,A,C,B,B+,A+,8.98,C+,A,A+,B+,C+,A+,B,C,B+,C+,6.05,B+,C,C+,C+,A+,C,C+,7.87,B,B,A+,A+,C,B+,B+,A,A+,9.26,,C
Student_629,63.57,75.51,C+,A+,A+,B+,A,B+,B,A+,C+,B,8.03,C,A+,A,C,A+,A+,C+,C+,B,7.72,A+,A+,B,A+,A,A,A,C,C,6.06,C+,B,A,B,A+,B,B+,B,A+,C,7.15,B,C+,A,B,C,A,C+,6.97,C+,C,A,A,A+,B+,A+,C+,C+,7.41,,C+
Student_630,62.66,67.52,C,B,C,B,B,C,A,C,C+,B+,6.26,A+,C+,A,B,A+,B,A,B+,C,7.54,B+,A,B+,B,C,A+,C+,A,C+,9.65,A,A,C+,C,B,B+,B+,B+,C+,C,9.79,C,C,C,C,A+,C,A+,8.61,B,A+,B+,C,B,C,C+,B+,A,7.48,,B+
Student_631,84.28,78.9,A,A+,C+,B,A,B,A,A+,A+,C+,6.92,A+,A,A,A+,A,B,C,A+,B+,9.46,A+,B,C,A,A,C+,C+,A+,A+,6.78,C+,C,A+,A,A,A,C+,A+,B+,B,8.63,B+,A+,B+,B+,A,C,A+,7.66,A,B,C+,A+,A,A+,B,C+,C+,8.09,,A+
Student_632,62.81,79.72,C,A,B+,B+,A,C,A,C,B,A+,7.19,B+,B+,A,A,A,C,B,A,A,6.09,A,B,A+,B,B+,B+,B,B,A,9.47,B+,B+,B+,A,A,C+,C+,A+,B+,A,7.13,C+,C+,C+,B,A,C+,C+,7.23,A,A,B+,B+,C,B+,A,C,A+,6.83,,A
Student_633,90.29,62.83,C,A,C+,A+,A+,C+,C,B,C+,A,6.79,B,C,C+,A,A+,A+,A+,B+,C,8.63,C+,C,B+,B+,A,A+,C+,B+,B,7.92,A+,B,B+,A,B,A,A,A+,B+,A,7.58,C,C+,C,C,B+,B+,A+,6.67,C+,A,B,C,B+,A,B,A+,C,9.75,,B+
Student_634,86.41,67.53,A,A,C,C,B+,C+,A+,A+,A+,C,7.38,C+,B,B+,B,B+,A+,C+,A+,B+,8.18,B+,B+,C+,A+,A+,C,B+,B+,C+,6.63,B+,B,C,C+,B,C,B,A+,A+,A+,6.49,A,A,C,B,A,B+,C+,7.44,B+,A,C,A,C+,A,A,C+,C+,8.06,,A+
Student_635,78.28,82.2,A+,B+,C,C,B,C+,C,A,A,B+,8.23,B,B+,B+,C+,A+,C,C+,A,C+,8.71,C+,C,C,B,B+,C+,A+,B+,C+,7.25,C+,C,B,B,A+,C,C,B+,B,A,7.57,B,C,A,C+,A,B+,C,7.52,B+,C,C,A,C,B,C,B,A,8.3,,A
Student_636,95,74.67,B+,A+,B+,A,C+,A+,B+,B,C+,A,6.4,B+,C,C,C,A+,B,B,C+,A+,8.99,C+,C+,B+,A,C+,C+,C,B+,A,6.29,B,A+,A+,C+,C,B+,B,C+,C,C+,7.76,B+,B+,C+,C+,C,B,A,8.69,B,B,C,C+,A,A,A,A,A,6.85,,C+
Student_637,72.06,82.88,B,A+,A+,C,B+,A,A,A+,C,C,6.4,A,C+,A,B+,A,C,B+,B+,A+,8.13,B+,C+,B,A+,C+,C+,C,A+,C+,6.24,A,C,C,B+,B+,B+,B+,A,B+,A+,9.79,B,B+,A,A+,C+,B+,B,8.84,C+,B+,A+,C,B,C+,C,C+,B+,9.59,,B+
Student_638,82.42,92.38,A+,B+,B,B+,B,C,C,C,C+,B,9.21,B+,C+,B,B+,A,C,B+,A+,B,6.74,A,B+,A+,B,A+,A,B+,A,A,9.23,B,A,A+,A,C+,C+,B,B,B,B+,6.95,C,C+,A+,B,A,B+,C,8,A,B,C,A,B+,B,A+,A+,A+,9.56,,A+
Student_639,80.54,67.5,C+,B+,C+,C,C,C,A+,B+,A+,C+,6.13,C+,A,B,C+,B+,A+,B,B+,B+,7.07,B,C+,B+,C+,C+,C+,C+,B,B+,8.34,C,A+,C,C+,A+,C+,A,A,A+,B,8.16,C,A,C,A,B,A+,B+,9.09,A+,B,C+,A+,B,C,B,A,A,6.51,,B+
Student_640,72.54,69.08,C,B,B+,A+,B+,A+,A,B+,C+,C+,7.55,C+,B,C,C,C+,A,C+,C,A+,6.74,A+,C,C,A,A,C,A,A+,C,6.45,A,B,B,B+,B+,B+,B,A+,A+,C+,8.81,A+,B+,C+,A,A+,C+,C+,7.02,B,A+,C,B,C+,B,C,A+,C,9.19,,C
Student_641,63.7,75.27,A,A,C,C+,A+,A+,C,B,B,A,8.79,B,B+,B,A+,B+,C+,C+,A+,A,8.24,C+,B,A+,A,B+,C,A+,B,A+,6.63,C,C+,C+,A,B+,A,C,A+,A+,B,7.21,B+,A,C+,B+,C+,B+,B+,6.69,B+,C+,C,B,B+,A+,A+,C+,C,6.1,,A+
Student_642,91.34,79.68,C+,A+,B+,C,A+,A+,C,B,C+,A+,7.78,B+,A+,B+,A,C+,C,B,C+,B,9.36,B,C,A+,B,A+,C+,B+,C,A,9.64,C,C+,C,A+,C+,C+,C,B+,A,C,8.92,C,C+,B+,B+,A+,C,A,9.32,C,B+,B,A+,A,A+,B+,B,B+,9.72,,C+
Student_643,70.06,60.23,A+,B+,A+,B,A,B,A+,B+,C+,B,9.19,C,C,C+,C+,B+,C,C+,A,B,8.76,C+,A,A,B,B+,C,A+,C+,A,9.73,B+,C,C,A,A+,B+,C,B+,B+,C+,6.29,A,B,B+,B,B+,B,B,6.23,C+,C,B,A+,A,B+,C+,A,B+,8.93,,A
Student_644,78.36,94.08,A+,B+,C,B,B,A+,B,A,C+,A+,8.8,B,C,C,C+,B,C+,C+,C,C,7.2,A+,C+,C+,A,A,B+,C,B,A+,7.86,B,B,C,C,C+,A,A,A+,C,A,7.77,C,A+,B+,B+,C+,A,B+,7.99,B+,B,A,B+,A+,C,B,A+,B,8.63,,C
Student_645,66.8,85.73,A,B+,C+,A+,C,C,C+,A,B,A+,9.13,A,B,A,A,A,A,B,C,C,7.82,B+,B+,C+,C+,B+,A,B,A+,B,6.41,B,C,C,C+,C+,A,B+,B,C+,B+,8.98,C+,B+,C,C+,B,C,C+,9.08,C,A,B,A+,B+,A+,B,B+,A,8.4,,C
Student_646,67.22,85.14,B+,C+,A+,B+,A+,B+,C,C+,A,B+,7.47,B,B+,A+,A+,B+,C+,C,B,B,9.01,A+,C+,A+,B,C,A+,A,B,C+,6.98,B,A+,A,B+,B,C,B,A,C,A+,7.83,B+,A+,B+,B,A+,C+,B+,7.99,A,B+,C+,B,A+,A,C,B+,C+,8.14,,B
Student_647,86.11,72.32,A+,C,C,C,B,A+,A,A+,C+,C,7.62,B+,A+,B,B,A,C,B+,C+,A+,7.66,C,C,A+,B,B,B,B+,C+,B+,8.81,A+,B,B,B+,C+,C,A,C,C+,C,7.67,C,A,A,B,B+,C,C+,8.48,B,A+,A+,A,A,A,B+,B,C,9.77,,C+
Student_648,71.74,92.64,A+,A+,C,A,B,B,C,C+,B,C+,6.65,C+,A,C+,A,C+,B,A+,A,B,6.95,A,B+,B+,A,A,C,C,C+,C,8.91,A+,B+,A,C+,A,C,C,C+,A+,C+,8.04,C,C,A+,B,B+,C+,A+,7.98,B+,B,C+,B,A,B+,A+,A,C+,6.41,,A
